"Gene_name"	"replicate1_timepoint1"	"replicate1_timepoint2"	"replicate1_timepoint3"	"replicate1_timepoint4"	"replicate2_timepoint1"	"replicate2_timepoint2"	"replicate2_timepoint3"	"replicate2_timepoint4"	"replicate3_timepoint1"	"replicate3_timepoint2"	"replicate3_timepoint3"	"replicate3_timepoint4"
VNG0001H	964.2793395	1974.451773	3379.49908	2540.492764	1080.703595	1898.771207	3056.420535	2212.076934	907.2580299	1733.054705	3670.685701	1917.004428
VNG0002G	348.4800652	863.6901532	954.0590931	1083.964022	360.5092054	658.7820173	1630.995664	982.6677931	346.8017043	712.031243	1454.482556	790.5229773
VNG0003C	450.9194837	1283.923642	1645.285336	1908.435949	482.7389931	1032.760437	2522.305057	1699.477341	502.0367528	1087.563541	2305.803989	1430.168052
VNG0005H	531.6152345	633.2892655	358.3485478	320.8196203	520.9186347	527.5572794	488.0421541	340.6957105	486.5545339	615.4957341	442.5601163	287.4127503
VNG0006G	1159.62352	1219.65037	1380.256723	1283.278481	1164.753741	1186.943462	1808.419846	1334.329786	1202.039478	1222.870435	1767.745252	1164.545712
VNG0008G	430.8036842	452.9001138	514.9064611	468.3889797	490.7045299	502.9073287	635.8118692	478.5152019	420.4970664	426.4852331	609.2857368	403.2604999
VNG0009G	282.5514042	274.2454732	315.7507425	158.876622	360.9212159	324.7993512	297.3823631	161.5303717	274.9642084	286.855854	334.3585912	161.6351935
VNG0011C	839.2823191	582.5066357	398.7505899	172.8669639	782.682652	537.465593	229.0263044	163.4568807	674.8183162	690.9427533	239.9941584	188.1146792
VNG0013C	7533.541349	13564.74385	21688.21146	31015.43802	8017.312717	11984.58856	30111.17892	29080.95004	8350.489607	11591.20323	33854.37445	25029.73379
VNG0014C	5.930091199	10.11798127	34.03432898	17.82331224	7.416189368	9.666647356	15.07854235	15.70845816	14.6565006	12.31253437	21.09589483	23.16954993
VNG0015H	52.20805781	66.5859529	80.8040843	115.9473538	63.86163067	77.93734431	50.76442592	88.91580091	62.96102369	73.08929978	49.22375461	156.67029
VNG0016H	116.8576795	157.0696139	284.7904819	417.7937707	136.9248296	185.9621285	192.0001059	310.0197592	155.028619	202.2399263	203.9269834	513.3158621
VNG0017H	5.697538603	5.010809769	40.18246583	4.791212967	9.61357881	10.02914663	4.356023346	6.372299065	9.908620122	14.01533168	11.34187894	15.17053864
VNG0018H	4.069670431	6.938044296	73.33848955	6.899346673	11.12428405	10.63331209	3.518326549	11.41086112	11.97291598	12.31253437	16.78598083	33.37518501
VNG0019H	152.7870556	151.9624424	173.026137	277.3154065	208.4773233	203.8454261	95.83251361	218.8810632	231.4075658	291.9642459	115.9140028	193.3554107
VNG0020H	8.488169755	13.39427996	155.8991844	16.48177261	31.17546271	36.12909449	14.0733062	20.59882721	27.04227575	31.04330474	47.1822164	76.68017714
VNG0021H	0.232552596	0.770893811	7.685171061	0.766594075	1.510705242	1.329164011	0.335078719	1.333737014	0.825718343	0.654922041	1.814700631	3.309935704
VNG0022H	18.83676028	17.9232811	105.8357843	28.7472778	29.80209431	24.52911767	9.717282849	19.7096692	31.79015622	24.10113111	27.9010222	42.75333618
VNG0023H	9.999761629	10.02161954	99.24849485	21.46463409	13.18433665	14.86247031	13.40314876	21.78437122	16.1015077	15.84911339	23.13743304	38.06426059
VNG0024H	6.627748987	7.805299833	92.66120536	19.93144594	13.87102086	15.34580268	8.879586052	18.96870419	14.24364142	15.58714458	27.22050946	37.78843262
VNG0025H	55.34751786	108.792389	315.5311661	296.8635554	78.41933573	105.4872893	187.9791613	266.4510167	81.746116	133.8660652	271.5245819	290.17103
VNG0026C	1331.014783	2962.352191	2499.656782	16214.80622	1432.148569	2196.503945	7650.182232	13573.58978	1838.461892	2387.452808	9701.162734	10286.17686
VNG0027H	16.39495802	22.54864396	211.0128397	27.40573817	31.99948375	36.24992758	23.45551033	27.26751228	32.61587457	37.46154075	46.72854124	67.85368193
VNG0028C	13.72060317	14.83970586	117.2537528	21.27298557	25.54465227	29.36244134	24.96336456	20.74702021	28.69371244	33.40102409	43.55281514	46.61492783
VNG0029H	1.16276298	4.818086317	25.47085266	4.024618892	6.317494647	6.162487689	2.010472314	5.779527059	6.605746748	5.239376328	20.18854452	14.06722674
VNG0030H	8.953274947	25.2467723	174.1240186	12.64880223	14.83237874	31.05410463	53.44505567	19.2650902	19.40438107	30.12641389	74.17588828	28.13445348
VNG0031H	161.7403305	231.1717815	1003.902917	152.3605724	246.1076175	280.8161057	328.0420658	151.4532476	233.0590024	273.7574131	421.9178967	267.828964
VNG0032H	26.27844335	42.68824477	228.7985213	36.98816411	43.67311517	51.59573026	45.40316642	40.30849641	42.3180651	60.51479659	87.55930543	72.81858549
VNG0033H	12.32528759	15.41787621	345.6131214	41.012783	22.9352523	30.81243845	21.44503801	47.56995349	26.83584616	32.35314883	67.82443607	114.1927818
VNG0034H	1.395315576	0.578170358	19.98144476	3.258024818	2.197389442	1.449997103	0.502618078	2.96386003	1.445007101	1.833781715	2.495213367	6.895699383
VNG0035H	512.5459217	613.3423881	411.9251689	864.7181163	576.9520655	605.7362899	442.6389877	634.8588185	599.4715174	591.1326342	512.4260906	745.5630173
VNG0037H	212.9019017	270.6800893	539.9381611	617.6831757	256.8198911	316.3410347	446.1573143	455.6934797	238.4261717	277.1630078	548.2664281	473.3208057
VNG0038H	130.9271116	123.0539245	143.6029107	247.4182376	137.3368401	152.2496959	100.3560763	153.3797566	104.0405113	109.7649341	120.4507544	169.0825489
VNG0039H	68.95184472	85.18376608	306.3089609	255.4674754	101.7665986	99.80813395	102.3665486	174.8677418	124.8898994	139.1054415	248.6139864	318.5813115
VNG0040C	216.9715721	417.5353602	754.0250692	620.1746065	265.6094488	430.0449742	619.0579332	509.9321182	260.9269965	367.0183118	680.9664117	570.6880809
VNG0041C	210.9252046	364.0546021	675.4167481	533.3578275	245.2835965	374.0992527	519.0369356	394.4897701	291.0657161	371.6027661	677.563848	486.0088925
VNG0042G	4178.272493	6768.54402	3693.712788	11406.53653	4074.784047	5240.772864	6259.438009	11354.1032	5326.915463	6117.626785	7276.722692	9421.456153
VNG0043H	1289.852974	2297.456279	4364.957586	1939.483009	1516.610726	2570.965697	2128.252483	1596.779591	1981.724024	2909.556659	3256.253444	2024.577339
VNG0044H	4698.957755	6964.832856	8723.986612	12166.03961	4727.134038	6786.469776	15103.0031	13000.52744	6182.153238	7636.914936	19974.18301	9145.904006
VNG0045C	212.9019017	180.7745986	299.2825187	202.9557813	223.3097021	193.8162795	156.9843798	189.0942699	187.8509231	198.310394	212.0931362	198.8719702
VNG0046G	900.6762044	777.0609612	744.802864	702.0085239	974.9542282	816.5900354	540.8170524	537.1996305	898.7944169	806.0780481	594.9949693	633.3010313
VNG0047Gm	463.3610476	345.6495124	292.0365003	232.4696532	443.0486463	384.3700655	161.3404032	175.4605138	344.7374084	359.8141693	169.4476714	192.8037548
VNG0049H	544.4056273	381.7851597	169.2933397	43.69586226	732.4173685	370.1117606	64.83773211	32.30607433	462.6087019	389.8095988	85.29092965	64.8195742
VNG0050C	114.4158772	94.53085354	110.0077343	14.56528742	155.1906294	87.84565785	23.28797097	15.56026516	118.6970119	118.6718738	52.39948071	54.06228316
VNG0051G	715.4480617	620.6658793	899.6041668	190.4986276	867.2821455	671.469492	304.9216342	174.8677418	845.3291541	758.9236611	448.0042182	306.9965365
VNG0052H	10.11603793	11.94885407	13.39415528	2.683079262	13.32167349	9.787480448	6.1989563	3.408439035	7.637894677	10.60973706	9.073503154	6.068215457
VNG0053H	177.4376308	337.5551274	1729.822218	1500.991198	245.9702807	344.1326459	1184.168193	1303.357448	226.4532557	441.1554868	2221.193572	1139.997022
VNG0054H	2.32552596	3.083575243	29.64280266	4.791212967	5.081463086	5.316656046	2.848169111	5.186755053	7.018605919	7.073158043	9.75401589	12.68808686
VNG0055H	5.116157113	6.84168257	29.20365003	5.557807042	9.750915651	7.491651701	3.853405268	8.150615084	10.52790888	9.954815023	8.392990417	16.27385054
VNG0056H	323.4806611	221.4392471	371.5231267	61.71082302	340.3206899	224.3870517	53.27751631	68.6133597	282.8085326	249.656282	113.1919518	145.085515
VNG0057H	118.3692714	124.0175418	156.338337	39.47959485	139.5342296	123.3705869	47.58117809	30.23137231	102.5955042	114.7423416	72.36118765	66.19871408
VNG0058H	258.0171053	401.057505	574.8507954	354.9330566	303.5144167	356.3367882	301.068229	244.9630315	289.8271386	378.1519865	329.1413269	318.8571395
VNG0059H	0.697657788	1.638149348	1.09788158	0.574945556	1.373368401	1.570830195	0.670157438	0.148193002	0	1.047875266	0.226837579	0.551655951
VNG0060G	460.802969	365.6927514	511.6128163	173.4419094	549.7593711	457.5949192	208.2514238	116.3315062	364.7610782	363.3507484	241.5820215	161.6351935
VNG0061C	465.1051921	433.7241302	539.4990085	187.8155483	542.0685081	449.1366028	228.858765	143.7472115	426.8963836	427.6640928	224.5692031	172.9441405
VNG0062G	326.1550159	319.1500376	312.0179451	51.17015449	410.4998152	316.9452002	59.47647261	55.27598957	327.1908936	351.038214	111.6040888	126.8808686
VNG0063G	431.7338945	397.203036	225.0657239	37.37146114	457.057004	382.5575691	83.76967973	34.67716236	342.0538238	409.8502133	80.52734049	60.13049862
VNG0064G	45.81286142	43.65186203	171.2695265	79.15083822	54.11071502	44.34574474	68.1885193	66.68685069	54.0845515	50.16702834	87.10563028	79.16262892
VNG0065G	305.6903875	234.9298888	142.0658765	55.00312486	306.8105009	239.2495221	62.99479916	40.30849641	259.4819894	234.5930751	68.95862397	65.09540218
VNG0066H	100.9278267	104.5524731	113.3013791	296.8635554	95.4491039	101.0164649	147.4346363	240.6654345	103.6276521	100.5960255	175.7991236	328.7869466
VNG0067H	37.78979686	31.51028451	97.05273169	116.9055964	35.84491528	37.4582585	42.5549973	84.02543186	35.50588877	30.91232034	58.29725776	125.7775567
VNG0068H	19.76697066	14.6469824	28.32534477	29.13057484	18.67781026	14.9833034	12.73299132	21.48798522	11.56005681	10.60973706	11.11504136	22.06623803
VNG0069H	345.1080525	538.0838799	1600.93092	1641.85286	400.4742259	532.8739355	814.0737476	1239.338072	521.0282747	595.3241353	1219.478824	1557.876405
VNG0070H	403.2462015	562.7524818	1424.391562	1823.727304	452.9368988	594.3779793	873.3826809	1520.015617	522.2668522	588.3819616	1308.399155	1797.019259
VNG0072H	56.74283343	81.32929703	113.0818028	107.7064675	72.78852528	111.4081108	66.84820443	92.02785395	81.746116	98.89322819	137.4635728	127.4325246
VNG0073C	5.348709709	5.78170358	77.29086324	13.99034186	8.240210409	8.579149528	6.701574379	13.93014214	8.670042606	9.037924166	16.55914326	30.61690526
VNG0075H	16.16240542	25.34313403	71.14272639	26.25584706	24.72063123	23.92495221	32.16755702	24.45184525	29.31300119	34.84185258	44.0064903	31.99604514
VNG0076H	1.279039278	1.445425895	29.20365003	2.108133706	6.317494647	3.866658942	2.680629751	3.704825038	5.160739647	4.060516654	7.93931526	13.79139877
VNG0077H	574.4049122	546.0819031	334.6343056	115.5640568	611.9729597	539.6405886	222.4922694	114.9977692	548.0705505	493.9422033	247.9334737	120.5368252
VNG0079H	7.092854179	11.46704543	36.01051583	7.28264371	9.888252491	11.72080992	7.874349895	8.595194088	10.32147929	11.78859674	18.60068147	19.58378625
VNG0080H	108.2532335	85.66557471	88.05010273	25.10595595	95.31176706	78.78317595	44.06285154	24.74823125	91.65473612	86.84266264	39.92341388	24.5486898
VNG0081G	102.206866	90.96546966	153.0446923	84.1336997	92.7023671	103.6747929	87.79062436	97.214609	101.7697858	106.2283551	76.44426407	116.6752336
VNG0084G	89.18392058	79.59478595	105.616208	140.2867157	87.34623034	83.25400035	75.2251724	133.3737014	71.01177754	82.65116158	85.29092965	129.9149764
VNG0085G	203.7160741	145.409845	260.8566634	248.5681287	197.7650498	152.7330282	160.0000883	229.4027664	160.8086474	152.72782	166.2719453	236.9362308
VNG0086Gm	88.25371019	97.13262015	202.2297871	309.5123577	95.58644074	109.112282	223.8325842	438.0585125	103.2147929	116.7071077	212.3199738	318.0296555
VNG0089G	143.3686755	84.99104263	102.3225633	244.7351584	126.4872298	106.453954	116.2723155	368.2596088	160.8086474	132.5562211	119.9970792	275.0004914
VNG0090G	101.044103	78.34208351	147.994437	206.9804002	100.3932301	87.48315857	147.6021757	294.014915	100.5312083	107.8001679	146.0834008	233.3504671
VNG0091C	35.81309979	24.09043158	37.54755004	21.27298557	33.510189	27.42911187	24.12566776	26.37835427	32.2030154	30.78133593	26.7668343	27.85862551
VNG0094C	760.6795416	648.61078	409.5098294	783.0758473	789.6868309	675.6986502	539.1416588	671.4624899	750.165115	661.340277	463.8828487	770.939191
VNG0095G	1883.210923	1543.907579	904.2152694	413.9608004	2000.723087	1493.25535	860.6496896	414.4958253	1880.986386	2097.846282	773.0624687	417.0518987
VNG0096C	800.6785881	649.4780355	695.3981929	858.0104181	743.6789894	730.1943746	785.5920565	995.2641982	708.6727683	689.239956	614.2761635	817.2782909
VNG0097G	533.5919316	467.0652876	463.9647558	763.3360499	531.3562345	547.978072	449.3405621	566.5418448	509.6746475	445.2160035	407.6271292	765.4226315
VNG0098G	178.8329464	199.2760501	65.21416586	37.56310966	155.6026399	135.6955623	55.62306734	37.49282939	152.7578935	192.8090489	54.21418134	35.85763679
VNG0099G	5166.621026	4507.89792	1117.204296	842.4868881	5121.977453	3893.725555	1647.91714	778.457837	5113.260842	4780.406962	1361.025473	816.450807
VNG0101G	6940.881058	8231.218664	2433.344734	3413.260118	7342.302148	6939.444471	3237.865661	2609.82695	7532.409159	7996.467136	2828.664608	3207.051869
VNG0102C	354.7589852	319.6318463	321.679303	461.87293	340.5953636	297.8535717	312.9635235	387.969278	367.857522	335.5820538	315.7579098	405.1912958
VNG0104G	49.99880815	60.32244069	243.5101345	253.3593417	56.99478866	77.57484503	222.4922694	340.3993245	62.13530535	93.65385186	222.7545024	276.3796313
VNG0105H	33.72012642	31.60664624	84.75645799	135.4955027	33.37285216	42.41241527	86.45030948	161.2339857	36.74446628	31.04330474	86.42511754	150.8779025
VNG0106G	537.1964968	515.9206828	565.4090138	330.4020462	549.0726869	516.9239674	335.0787189	290.606476	459.5122581	484.5113259	330.2755148	298.9975253
VNG0107G	400.688123	517.1733852	896.7496747	474.3300837	617.8784438	518.1322983	327.204369	379.8186629	558.1856002	627.2843309	494.0522467	541.4503156
VNG0108G	559.6378224	724.2547351	1280.788651	489.6619652	670.2037799	747.4735068	585.2149826	439.8368285	660.9875339	778.0473847	695.9376919	532.6238204
VNG0110C	115.2298113	141.7480994	141.1875712	87.200076	132.3927139	119.3830948	97.17282849	70.39167572	150.0743089	142.5110361	105.4794742	79.99011284
VNG0112H	0	0	0	0	0	0	0	0	0	0	0	0
VNG0113H	41.1618095	34.20841285	62.79882638	46.76223856	38.86632576	39.87492034	30.49216342	47.27356749	45.41450889	37.33055634	36.52085019	47.71823973
VNG0115G	183.1351694	187.0381108	429.4912742	483.3375641	175.241808	202.9995945	288.6703164	467.2525338	190.1216486	215.4693515	370.6526038	821.4157105
VNG0116H	16.51123432	26.59583647	283.2534477	34.30508484	46.00784145	55.70405539	25.80106136	40.45668942	59.45172073	62.87251594	98.90118438	129.6391484
VNG0117H	4.418499325	6.456235665	77.07128693	28.17233225	11.53629457	16.19163432	18.42932954	29.3422143	16.30793728	16.37305103	38.5623884	45.51161593
VNG0118H	6.162643795	8.287108465	72.89933692	22.42287669	8.92689461	11.47914374	17.25655403	25.48919626	12.59220474	12.96745641	38.78922598	33.65101299
VNG0119H	33.95267902	45.57909656	28.32534477	34.11343633	32.68616796	32.38326864	50.76442592	25.93377527	41.69877634	52.26277887	45.59435335	22.89372195
VNG0120H	8.255617159	6.263512212	35.35178688	10.34902001	10.57493669	9.30414808	8.209428614	10.22531711	18.57866273	14.14631609	18.37384389	11.86060294
VNG0121H	21.51111513	23.60862295	79.4866264	92.56623452	23.62193651	33.34993338	55.12044926	93.95436297	24.15226155	29.20952303	58.75093292	107.2970824
VNG0123G	445.6870503	465.138053	396.9939794	285.3646443	495.7859929	402.13253	455.5395184	264.5245077	517.1061126	393.7391311	414.8859317	277.2071152
VNG0124C	178.2515649	169.5002766	118.790787	111.3477894	161.3707872	160.345513	208.2514238	143.7472115	189.915219	173.9472941	173.5307478	106.4695985
VNG0125H	119.8808633	127.7756491	147.5552844	143.353092	114.8135984	119.1414287	247.6231733	183.7593219	106.3112367	104.2635889	197.3486936	168.2550649
VNG0127C	129.2992434	122.186669	104.5183264	39.28794633	135.2767875	108.1456173	74.05239688	30.97233732	113.3298426	115.3972636	69.18546155	43.02916415
VNG0128C	329.1781997	201.5887315	170.1716449	78.0009471	297.0595852	216.1704015	101.6963912	63.42660465	234.5040095	204.4666612	96.40597101	76.40434916
VNG0129G	779.6325782	1045.139284	991.8262195	1913.418811	782.9573257	1039.043758	1297.927418	1514.532476	788.1481588	1008.972896	1090.635079	1672.345014
VNG0130H	79.53298784	121.8975838	61.7009448	141.8199038	69.21776744	100.0498001	160.6702457	132.7809294	78.8561018	107.5381991	101.1695602	135.1557079
VNG0132C	105.9277075	64.46599492	56.87026585	48.48707523	106.2987143	65.00820347	64.33511404	65.35311367	102.3890746	84.35395888	56.02888197	55.99307899
VNG0133G	849.0495281	678.5792769	375.6950767	312.7703825	799.849757	669.6569956	452.8588886	322.7643573	648.6017588	688.7160183	380.1797821	283.8269866
VNG0134G	422.548067	354.8038764	217.3805529	212.5382072	401.9849311	360.082614	294.3666546	191.465358	369.3025291	355.4916839	262.9047539	186.1838833
VNG0136G	674.8676337	518.5224494	269.8592924	323.8859966	608.1275282	497.4698395	364.9007249	299.2016701	529.2854582	444.0371438	315.3042346	269.7597599
VNG0137G	201.3905482	141.0735674	139.2113844	166.1592657	186.9154394	150.6788657	138.2199716	212.0641852	185.1673385	154.9545549	148.5786141	214.5941648
VNG0138H	3.488288941	2.312681432	27.4470395	5.366158523	5.356136766	6.524986965	2.513090392	3.260246033	6.812176334	8.513986533	11.56871652	14.06722674
VNG0139H	21.74366773	18.11600455	48.52636584	13.22374779	31.31279955	23.44161984	12.3979126	12.89279113	20.23009941	22.52931821	23.36427062	23.99703385
VNG0140H	5.581262305	4.625362864	81.46281325	9.199128897	6.729505167	7.008319333	5.026180784	7.113264073	7.431465091	9.692846207	13.61025473	24.27286183
VNG0141H	53.83592598	46.63907555	67.40992902	59.02774375	56.72011498	52.07906263	64.00003532	44.60609346	56.35527694	68.50484549	83.47622902	65.9228861
VNG0142C	154.1823712	220.764715	562.9936743	396.5207852	179.4992501	276.8286137	239.581284	272.2305438	229.7561291	351.038214	346.6078205	520.2115615
VNG0143H	7.441683073	13.20155651	57.5289948	13.79869335	7.965536729	14.62080413	22.78535289	12.89279113	13.62435267	27.1137725	27.9010222	21.51458208
VNG0144H	234.7618457	252.0822761	321.8988793	126.4880223	230.0392073	236.3495278	288.502777	135.4484034	230.1689882	247.4295471	359.0838873	132.6732561
VNG0146H	300.2254015	217.2956929	264.1503082	255.6591239	272.6136277	215.0829037	285.3195292	256.0775066	233.0590024	244.8098589	346.3809829	226.7305957
VNG0147C	254.8776453	200.5287525	164.2430844	63.05236265	262.862712	230.5495394	86.11523077	65.20492067	250.3990877	220.0538058	93.68392006	100.125555
VNG0148H	0.348828894	0.385446905	6.148136849	0.191648519	0.549347361	0.483332368	0.167539359	1.037351011	0.619288758	0.654922041	0.907350315	0.551655951
VNG0149G	119.764587	76.99301934	149.7510475	63.24401117	126.0752193	84.82483055	71.37176713	82.39530885	148.6293018	75.83997235	71.90751249	115.0202657
VNG0150H	29.76673229	29.10124135	21.9576316	15.14023298	29.93943115	26.34161404	27.30891559	27.56389828	29.51943078	23.83916229	18.60068147	20.1354422
VNG0151C	49.18487406	48.95175698	22.39678424	22.03957965	41.75039941	41.32491745	39.87436755	27.56389828	44.38236096	40.60516654	23.13743304	19.30795827
VNG0152G	381.3862575	424.1843193	407.7532189	269.6494658	376.8522894	449.6199351	472.2934543	325.2836383	416.9877634	454.9088497	474.7710525	269.7597599
VNG0153C	510.4529483	753.7414234	2406.556424	1600.265131	501.6914771	783.240102	2543.582555	1734.45089	504.7203374	659.3755109	2767.191624	1360.93523
VNG0154G	186.0420768	237.5316554	393.919911	398.8205674	193.0955973	236.8328602	454.3667429	443.8380396	208.2874521	234.3311063	435.754989	422.8442862
VNG0156C	29.4179034	39.79739298	124.0606186	156.1935427	28.15405223	47.12490586	125.9895983	226.1425203	33.6480225	47.02340254	131.3389582	167.979237
VNG0157G	11.5113535	12.71974788	71.58187903	16.09847557	14.96971558	13.77497248	11.22513708	23.71088024	10.73433847	15.45616017	19.96170694	38.89174452
VNG0158G	136.9734791	141.0735674	178.9546976	117.6721905	138.9848822	150.4371995	178.2618785	146.5628785	141.1978367	164.1234635	167.1792956	116.6752336
VNG0159G	98.02091923	96.26536461	205.7430081	211.1966676	94.62508286	113.7039395	201.5498494	261.4124547	108.7883918	107.0142615	195.0803178	242.7286183
VNG0160G	139.1827287	218.5483953	523.2503611	297.2468525	144.2036822	206.262088	628.272598	329.5812354	150.2807385	204.8596144	573.6722369	292.6534818
VNG0161G	15150.22025	12870.65034	21064.8343	76687.57981	17244.15099	14027.99698	24410.81975	68698.42249	14057.64837	9678.830875	34223.4392	74410.94039
VNG0162G	5161.272316	4182.098923	11201.68576	34804.52088	6352.927552	5292.489427	9691.481788	34561.42362	5135.142378	3592.902317	15716.89533	33979.52411
VNG0163G	437.4314331	394.5049076	371.0839741	194.714895	457.8810251	405.2741904	300.7331502	243.0365225	412.4463126	399.2404762	340.936881	234.177951
VNG0164G	30.34811378	23.4158995	43.25653426	24.72265891	30.48877851	23.07912056	28.81676983	22.08075723	34.68017043	25.67294401	28.58153493	28.68610943
VNG0166G	1627.170514	1379.610836	1243.021525	1152.190894	1539.820652	1364.68894	1186.848822	1128.045128	1652.262405	1566.966475	1036.19406	1267.153719
VNG0167H	45.46403252	35.36475357	32.27771846	73.97632821	35.15823108	31.65827009	45.23562706	76.76397479	41.28591717	22.66030262	31.75726104	55.99307899
VNG0168H	163.2519224	115.4413482	233.6292003	306.2543329	147.6371032	134.7288975	190.6597911	338.7692015	134.7985196	130.7224394	278.7833844	293.2051378
VNG0170Cm	85.11425015	59.16609997	72.24060797	113.2642745	78.28199889	49.78323388	60.98432685	94.25074897	70.80534795	62.61054712	44.0064903	116.3994056
VNG0171C	12.09273499	14.6469824	97.49188432	27.40573817	10.98694721	15.58746886	18.76440826	37.19644338	13.83078225	14.01533168	23.5911082	46.89075581
VNG0172G	153.8335423	105.3233669	146.0182502	45.42069893	149.5598189	98.47896994	45.0680877	51.42297153	137.4821042	111.2057626	50.3579425	72.54275751
VNG0174G	620.7991551	711.5349873	241.9731003	129.7460471	643.5604329	534.3239326	265.214806	141.3761235	663.2582594	777.3924627	249.0676616	155.8428061
VNG0175G	331.8525545	362.0310058	209.9149581	224.6120639	363.5306159	315.6160362	257.5079955	222.8822743	378.3854309	467.6143373	270.6172316	241.6253064
VNG0176H	40.11532282	38.93013744	107.8119712	1324.099616	40.377031	36.97492614	76.73302664	1461.775767	44.58879055	43.48682352	117.0481907	1292.80572
VNG0177G	5817.070637	5221.071056	964.37918	765.6358321	6294.834068	4730.736383	1165.906403	657.3841548	6515.12416	6436.835788	1034.833035	638.5417629
VNG0178H	346.2708155	324.7390178	215.404366	227.4867917	320.8188586	312.9577081	301.570847	223.9196253	303.2450616	302.3120141	276.288171	189.493819
VNG0179C	297.7835992	176.6310444	216.2826713	213.8797468	267.6695015	165.1788367	203.7278611	186.2786029	274.9642084	189.010501	235.6842444	227.2822517
VNG0180G	12.55784019	71.21131576	275.3487003	202.9557813	19.36449446	62.34987545	362.5551739	191.613551	26.21655741	74.39914386	557.1130936	188.3905071
VNG0181G	149.8801481	103.2997706	262.8328503	138.561879	145.9890611	144.9997103	125.1519015	157.2327746	119.3163006	106.8832771	125.8948563	167.979237
VNG0183G	1123.81042	997.9220379	660.2659823	703.5417121	1064.909859	1040.614588	710.5344235	535.8658935	877.9450287	755.1251133	481.1225047	536.209584
VNG0184H	70.1146077	55.31163092	39.30416057	25.6809015	58.91750442	45.55407566	47.91625681	36.01089937	64.1996012	56.32329553	45.14067819	26.47948563
VNG0186G	996.8367029	921.8926359	575.9486769	223.8454698	1024.532828	986.7230288	694.2831056	255.9293136	845.7420133	856.114092	638.3209469	228.3855636
VNG0187H	120.3459684	76.89665762	73.9972185	78.19259562	112.7535458	77.93734431	58.63877581	95.88087199	110.646258	103.4776825	55.57520682	87.43746818
VNG0188H	24.88312778	26.78855992	102.7617159	42.92926818	27.46736803	27.42911187	41.88483987	45.19886546	25.59726865	32.22216442	47.63589156	61.23381052
VNG0189C	64.765898	56.17888645	350.6633767	81.64226896	82.12743041	65.12903656	59.97909069	78.2459048	83.60398228	79.24556696	97.5401589	123.295105
VNG0190C	351.6195252	208.2376906	167.0975765	47.72048115	348.835574	201.1870981	55.45552798	48.4591115	311.9151042	261.9688164	65.78289787	66.75037003
VNG0192G	14823.48385	26056.40352	55527.77626	89539.72112	19890.76923	32220.74813	44206.09769	77770.64985	17668.30825	25280.90767	67443.80262	84249.72427
VNG0194H	6383.568761	11968.03005	26664.03036	39625.24772	9712.049325	14350.5005	20280.63946	30400.16414	8491.481015	12218.35658	27791.68648	33591.43415
VNG0195H	499.1741474	473.9069701	289.1820082	614.6167994	512.6784243	430.5283066	488.2096935	448.4320226	428.5478203	452.6821147	432.1255877	408.2254035
VNG0196H	48.48721627	42.11007441	45.45229742	9.007480378	48.06789405	36.61242686	16.08377851	10.37351011	56.14884736	58.28806165	19.50803178	24.5486898
VNG0197C	349.0614466	315.2955686	171.7086791	105.7899823	314.5013639	268.4911303	276.1048644	155.3062656	303.6579208	322.483613	247.2529609	113.6411258
VNG0198H	2.209249662	2.409043158	21.9576316	6.899346673	3.708094684	6.404153873	5.193720143	9.187966094	4.128591717	6.418236002	8.846665575	18.20464637
VNG0199H	3.953394133	4.625362864	14.27246054	4.40791593	5.081463086	5.920821505	7.204192457	4.445790046	3.922162131	6.418236002	6.805127365	5.240731531
VNG0200C	3.604565239	3.758107327	15.37034212	4.216267411	4.394778885	5.316656046	4.858641425	4.593983047	4.335021303	4.846423103	5.444101892	9.653979136
VNG0203C	2.674354854	2.312681432	22.61636055	6.132752598	2.746736803	3.383326575	7.036653098	8.891580091	4.128591717	5.239376328	7.031964944	12.68808686
VNG0204H	2.558078556	2.794490064	26.56873424	4.216267411	3.982768364	4.591657494	3.853405268	8.595194088	5.98645799	6.942173635	7.031964944	11.03311901
VNG0205H	0.348828894	0.385446905	9.880934221	1.533188149	1.922715762	1.329164011	1.172775516	3.112053032	1.651436687	1.44082849	1.587863052	4.964903556
VNG0207H	3997.927955	6411.427462	13278.43856	16827.88983	5543.601553	6701.765779	7668.94664	14029.28326	5592.383911	8687.540874	10719.66346	15685.23364
VNG0208H	4058.042801	6765.267721	13232.10796	17500.76778	5086.132538	6880.961254	8185.135407	14699.26382	5427.653101	8566.642265	11126.83692	16939.69928
VNG0209H	12898.06463	22429.63723	44282.17523	60207.34039	17761.6362	23533.09049	28837.71225	55457.97057	19059.85009	30118.42384	38042.24984	60385.08784
VNG0210H	0	0	0	0	0	0	0	0	0	0	0	0
VNG0212H	376.6189293	715.6785415	2033.935415	1096.612824	472.0267196	729.4693761	1228.063505	822.0265794	517.5189718	827.0355534	1382.575043	1057.248629
VNG0213H	0.348828894	1.638149348	13.83330791	2.299782224	1.510705242	1.933329471	1.842932954	1.185544012	1.651436687	1.571812898	3.402563683	8.82649521
VNG0214C	60.69622756	51.26443841	389.3088083	62.66906561	121.131093	89.89982041	33.34033253	65.05672767	109.6141101	113.3015131	120.6775919	163.0143334
