"ID"	"Pexp"	"PS"	"C"	"Sexp"	"Sstat"	"baseMean"	"baseMeanA_Pexp"	"baseMeanB_PS"	"foldChange"	"log2FoldChange"	"pval"	"padj"
TK1105	12.5	9.833333333	90.39285714	17.33333333	1.5	9.722574234	14.81315521	4.631993259	0.312694574	-1.677173909	0.45490385	1
TK1106	56.5	131.1666667	136.3859649	101	2	64.90358467	69.12805764	60.6791117	0.87777834	-0.188071424	0.902049016	1
TK1107	43.33333333	103.3690476	554.127451	96.58333333	20.33333333	50.3950017	53.08047283	47.70953057	0.898815101	-0.153903731	0.918763926	1
TK1108	105.8333333	228.2833333	687.3428571	127.5	6.833333333	118.229492	130.8495377	105.6094463	0.807105995	-0.309169944	0.84849243	1
TK1109	144.5	310.8686869	892.9444444	227.5	13.25	160.9064264	177.7578625	144.0549904	0.810400105	-0.303293735	0.849181841	1
TK1110	101.3333333	166.1583333	452.6325758	119.8333333	1	100.7842389	124.6773897	76.89108811	0.616720388	-0.697311555	0.700016658	1
TK1111	102	258.5	910.25	151.5333333	3.5	122.7086227	125.9118193	119.5054261	0.949120001	-0.07533759	0.942768204	1
TK1112	65.5	191	1449.366667	190.75	6	84.97171245	81.47235365	88.47107125	1.085902976	0.118895205	0.989906091	1
TK1113	26.5	49	327.6333333	35.08333333	2	27.3959683	32.09516962	22.69676697	0.707170806	-0.499869377	0.794163673	1
TK1114	133.8333333	362	243.3666667	195.5	1.5	166.5458612	165.4135665	167.678156	1.01369047	0.019617193	1	1
TK1115	162	209.25	787.8333333	154.75	10.2	148.3931272	199.9775953	96.80865912	0.484097526	-1.046630374	0.57360859	1
TK1116	38.5	95.75	569	71	4.5	45.68773006	46.90832483	44.46713529	0.947958288	-0.077104516	0.95124826	1
TK1117	139.5	253	159.5	242	2	145.0047868	172.8201441	117.1894295	0.678100519	-0.560428946	0.749191691	1
TK1118	38	19.5	452.25	41.5	1	28.08615567	46.90832483	9.263986519	0.19749131	-2.340138922	0.255887543	1
TK1119	62	98.5	379.9761905	84.5	2.5	60.9640846	76.53463525	45.39353394	0.593110999	-0.75362597	0.684317196	1
TK1120	479.5	881.4	814.3333333	595.5	52.5	500.3024073	592.5262084	408.0786061	0.688709799	-0.53803189	0.753868307	1
TK1121	13.72222222	11.76666667	60.66666667	13	6.5	11.42020316	17.28201441	5.558391911	0.321628705	-1.636531925	0.454101249	1
TK1122	0.5	5	8.333333333	3.666666667	1.5	1.157998315	0	2.31599663	Inf	Inf	0.647829816	1
TK1123	83.25	60.86666667	454.6666667	58.1	5.5	65.35640787	102.4576569	28.25515888	0.27577401	-1.858441597	0.34483947	1
TK1124	28.08333333	19.5	239.55	22.5	0.5	21.91400767	34.56402882	9.263986519	0.268023921	-1.89956633	0.358143489	1
TK1125	38.16666667	55.625	506.5833333	25.03333333	4.5	36.42374354	46.90832483	25.93916225	0.552975668	-0.854712095	0.656123171	1
TK1126	22.5	27.11111111	261.8333333	29.83333333	8	19.83191651	27.15745122	12.5063818	0.460513827	-1.11868362	0.58262264	1
TK1127	9.5	12	125.0333333	7	0	8.95134396	12.34429601	5.558391911	0.450280187	-1.151105097	0.617610459	1
TK1128	8.2	10.025	110.1166667	10.66666667	0	7.253715033	9.875436806	4.631993259	0.469041861	-1.092211408	0.653942382	1
TK1129	35	35.45833333	368.3333333	51.66666667	4	29.70850622	43.20503603	16.21197641	0.375233489	-1.414139503	0.4781561	1
TK1130	31.33333333	37.9	400.3333333	29.2	6.333333333	27.934446	38.26731762	17.60157439	0.459963632	-1.1204083	0.571388043	1
TK1131	55.5	160	399.5	133	31	71.6199749	69.12805764	74.11189215	1.072095683	0.10043367	0.998778905	1
TK1132	10.14285714	27	108.1935897	25.77692308	6	12.4253389	12.34429601	12.5063818	1.01313042	0.018819904	1	1
TK1133	1115.833333	2315.833333	1855	3403.5	382	1225.196537	1377.623434	1072.769639	0.778710359	-0.360841277	0.822240347	1
TK1134	6.5	26	257.2	23	2.333333333	9.72488004	7.406577605	12.04318247	1.626011785	0.701337714	0.826223097	1
TK1135	58.5	163.6166667	822.1428571	66	10.5	73.78080315	71.59691685	75.96468945	1.061005038	0.085431506	1	1
TK1136	378	545.95	170	94.33333333	21	359.7606105	466.6143891	252.906832	0.542003928	-0.883624787	0.626754513	1
TK1137	327.7909091	405.0833333	668.0333333	311	8	296.244318	404.8929091	187.595727	0.463321838	-1.10991341	0.549828829	1
TKt12	246.625	567.2	380.8511905	415.75	55.75	283.7690646	304.9041114	262.6340178	0.861365944	-0.21530181	0.882592658	1
TKt13	97.83333333	58.75	429.8373016	58.19642857	12	74.15143055	120.9741009	27.32876023	0.225905876	-2.146206298	0.278646972	1
TK1138	43	118.5	530	70.83333333	4	53.86899665	53.08047283	54.65752046	1.029710504	0.042238791	1	1
TK1139	1054.666667	1908.166667	604.1166667	674.1666667	19	1093.053771	1302.323229	883.7843139	0.678621324	-0.559321331	0.744864019	1
TK1140	153.8333333	306.5	7646.861111	142.5	11	165.9205761	190.1021585	141.7389937	0.745593816	-0.423538201	0.801334129	1
TK1141	24	128.25	312.2	59.25	8.5	44.45791207	29.62631042	59.28951372	2.001245274	1.000897996	0.650423028	1
TK1142	33.33333333	153	210.65	171.5	4.642857143	55.80283685	40.73617683	70.86949687	1.739718903	0.79885422	0.721943752	1
TK1143	40.25	1752.333333	4467.333333	3234.142857	20	430.4512015	49.37718403	811.525219	16.43522682	4.038719461	0.049016695	1
TK1144	11.825	143.75	1811.27619	248.4916667	10.9	40.75692907	14.81315521	66.70070293	4.502801867	2.170822997	0.303762196	1
TK1145	21.5	213.5	1454.527778	318.325	2.666666667	63.14105348	27.15745122	99.12465575	3.649998483	1.867895864	0.366766153	1
TK1146	37.75	64.08333333	1042.416667	54.11666667	4.75	38.27654084	46.90832483	29.64475686	0.631972192	-0.662067017	0.724979294	1
TK1147	420.8333333	691.0333333	2430.816667	586.5	25.5	419.8827981	519.6948619	320.0707342	0.615882045	-0.699274026	0.693192705	1
TK1148	70.64285714	171.5	1302.566667	126.9444444	7.5	83.65739286	87.64450166	79.67028406	0.909016339	-0.137621868	0.919983431	1
TK1149	465	407.75	1925.476923	438	40	381.4975447	574.0097644	188.985325	0.329237126	-1.602801067	0.400529492	1
TK1150	160.1428571	456.3666667	1025.767857	541.9166667	4.5	204.3638144	197.5087361	211.2188926	1.069415443	0.096822416	0.994775987	1
TK1151	9	43	418.4166667	23.33333333	4.5	15.51371871	11.10986641	19.91757102	1.792782225	0.84220025	0.745584909	1
TK1152	33	64.16666667	800.8761905	49.95833333	3	35.19046684	40.73617683	29.64475686	0.727725554	-0.458533623	0.804083372	1
TK1153	101	98.28571429	129.9166667	97	5	85.03546181	124.6773897	45.39353394	0.36408794	-1.457641142	0.449027435	1
TK1154	34	192.1428571	61	48	6	65.4524385	41.97060643	88.93427058	2.118965585	1.083360156	0.613725811	1
TK1155	5.333333333	29.30952381	66.2	30.58333333	17	9.802464228	6.172148004	13.43278045	2.176354236	1.121913397	0.679618589	1
TK1156	2	3.333333333	3.866666667	2	0	1.92922859	2.468859202	1.389597978	0.562850233	-0.829177003	0.939480329	1
TK1157	118	335.7178571	467.1454887	339.0095238	21	150.6488332	145.6626929	155.6349735	1.06846146	0.09553487	0.996370049	1
TK1158	57.7	143.6333333	747.5575758	80	11.93333333	69.14880989	71.59691685	66.70070293	0.931614179	-0.102195497	0.936092275	1
TK1159	9	42.5	13.33333333	5	0	15.28211905	11.10986641	19.45437169	1.751089615	0.808252918	0.763534778	1
TK1160	5	32	110	21.61111111	11.22222222	10.49726322	6.172148004	14.82237843	2.401494329	1.263932402	0.628254179	1
TK1161	20	47	159.2928571	41.7	6.142857143	23.22948017	24.68859202	21.77036832	0.881798699	-0.181478747	0.923180074	1
TK1162	26.83333333	66.75	538.0833333	65.53333333	2.4	32.18197703	33.32959922	31.03435484	0.931134954	-0.102937815	0.946827665	1
TK1163	45.5	63	426.5	45.5	1	42.98265958	56.78376164	29.18155753	0.513906735	-0.960421536	0.616155793	1
TK1164	545.75	758.7833333	1050.75	695.8944444	13.25	512.7834252	673.998562	351.5682884	0.521615784	-0.938940569	0.606597815	1
TK1165	141.1428571	319.5	677.3333333	245.1	10	161.139179	174.0545737	148.2237843	0.851593734	-0.231762761	0.877888436	1
TK1166	17.5	93.5	505	99	1	32.88023473	22.21973281	43.54073664	1.959552664	0.970524347	0.669039341	1
TK1167	1973	1309.5	1755	1419.5	20	1521.16036	2435.529602	606.791117	0.249141343	-2.004963648	0.299447286	1
TK1168	1996.25	1269.666667	1196.166667	1383.333333	19.5	1526.092314	2463.921483	588.2631439	0.238750767	-2.066422727	0.285960376	1
TK1169	62	150	1032.5	112.25	5	73.00726707	76.53463525	69.47989889	0.907822957	-0.139517123	0.920416591	1
TK1170	158.3333333	264.6190476	1953.5	191.0333333	13.75	158.8938491	195.0398769	122.7478214	0.629347307	-0.668071702	0.707852844	1
TK1171	40.83333333	54.56666667	157.1833333	42.5	1	38.04378828	50.61161363	25.47596293	0.503361997	-0.990331794	0.608718362	1
TK1172	48.95	115.2833333	828.1833333	70.39285714	7	56.87748646	60.48705044	53.26792248	0.880650025	-0.183359296	0.90535367	1
TK1173	86.25	173.25	2500.916667	152.3333333	7.333333333	93.14721453	106.1609457	80.13348339	0.754830158	-0.40577603	0.81180702	1
TK1174	232	259	1367.333333	164.5	10	203.1781464	286.3876674	119.9686254	0.418902904	-1.255312211	0.504244422	1
TK1175	106.25	283	320.9166667	229.8333333	2.5	130.9674735	130.8495377	131.0854092	1.001802617	0.002598285	1	1
TK1176	56	129.3333333	964.5595238	80.91666667	5.5	64.44038534	69.12805764	59.75271305	0.864377144	-0.21026717	0.893089509	1
TK1177	387.8333333	434.8611111	2445.366667	252.5	6	340.2251959	478.9586851	201.4917068	0.42068703	-1.249180755	0.504545593	1
TK1178	133.5	205.6428571	469.8333333	307	9.5	130.4163138	165.4135665	95.41906114	0.576851483	-0.793728167	0.66276791	1
TK1179	14.03333333	27.03333333	302.6666667	27.83333333	0.5	14.89419811	17.28201441	12.5063818	0.723664586	-0.466606923	0.827922345	1
TK1180	60.47619048	80.58333333	250.6428571	49.64285714	1	55.79246072	74.06577605	37.5191454	0.50656521	-0.981180096	0.605154394	1
TK1181	66.5	110.5833333	566.9833333	77.5	4.25	66.44373942	81.47235365	51.41512518	0.631074504	-0.664117756	0.716197044	1
TK1182	163.2333333	518.5	1157.033333	277.3095238	7	220.5746379	201.2120249	239.9372508	1.192459799	0.25394063	0.92973298	1
TK1183	30.5	117.3333333	297.1435897	58.5	4	45.61360458	37.03288802	54.19432113	1.463410607	0.549334621	0.822991558	1
TKt14	335.75	1250.45	322.1666667	756.8428571	142.4166667	496.8837516	414.7683459	578.9991574	1.39595792	0.481255453	0.834332244	1
TK1184	68.5	144.5	275.5	89	2.166666667	75.32095789	83.94121285	66.70070293	0.794612094	-0.331677343	0.843125361	1
TK1185	20.5	59	144	24	3	26.00867612	24.68859202	27.32876023	1.106938792	0.146575451	0.994970484	1
TK1186	1390.5	2026.666667	5285.15	2598.931818	360.1666667	1327.381089	1715.857145	938.9050337	0.547193009	-0.869878297	0.629859739	1
TK1187	101.5	187.25	850.5833333	121.5	0.5	106.2650466	125.9118193	86.61827395	0.687928063	-0.539670385	0.758991216	1
TK1188	392	310.3333333	789.0333333	240.5	9	313.7440973	483.8964035	143.591791	0.296740769	-1.752724942	0.361677604	1
TK1189	82	249.3333333	738.5	172.5	5.916666667	108.2799297	101.2232273	115.3366322	1.139428521	0.188310424	0.959889465	1
TK1190	278	609.75	1280.636111	282.4166667	24	312.8615089	343.171429	282.5515888	0.823354058	-0.280415144	0.856134031	1
TK1191	262.9	1036.666667	9755.5	603.3333333	24	402.496343	324.654985	480.337701	1.479532806	0.565141686	0.800545387	1
TK1192	52.7	143.8333333	540.7138889	90	5	66.06273589	65.42476884	66.70070293	1.01950231	0.027865044	1	1
TK1193	172.6	466.5333333	1489.761111	175.25	17.16666667	214.9352031	213.5563209	216.3140852	1.012913522	0.018511009	1	1
TK1194	61.16666667	219.6	912.25	214.8333333	5.5	88.60202868	75.30020565	101.9038517	1.353301108	0.436482873	0.859833045	1
TK1195	106.1666667	226.6	1179.9	200.5	8.5	117.9978923	130.8495377	105.146247	0.803566056	-0.315511471	0.845937459	1
TK1196	35	104.6666667	478.5	46.16666667	1	45.92048263	43.20503603	48.63592922	1.125700467	0.170822997	0.975040109	1
TK1197	9.5	19.83333333	285.1666667	18	0	10.80414126	12.34429601	9.263986519	0.750466978	-0.414139503	0.864330105	1
TK1198	34.5	81.66666667	791.3333333	64.45	2	39.97647558	41.97060643	37.98234473	0.904974885	-0.14405034	0.926242617	1
TK1199	54.5	95.72619048	279.95	76.03333333	10	55.56316687	66.65919844	44.46713529	0.667081758	-0.584064505	0.748501008	1
TK1200	9	10.75	69.7	14.5	2.5	8.102529496	11.10986641	5.095192585	0.458618709	-1.124632886	0.632978383	1
TK1201	12.5	40.5	121.5	32.5	11.5	16.67056412	14.81315521	18.52797304	1.250778296	0.322826091	0.938683862	1
TK1202	10.5	30.79166667	113.5011905	26	3	13.35173756	12.34429601	14.3591791	1.163223816	0.218128712	0.988443413	1
TK1203	4.285714286	7.285714286	40.5	5.392857143	0.714285714	4.090056842	4.937718403	3.242395282	0.656658606	-0.606784581	0.881849686	1
TK1204	70.33333333	178.3333333	119.2	128.75	2	84.42977604	86.41007205	82.44948002	0.954165158	-0.067689089	0.948399107	1
TK1205	426.8333333	966.6242424	1082.166667	1658.333333	50.83333333	487.5075939	527.1014395	447.9137482	0.849767644	-0.234859683	0.873623153	1
TK1206	4	14	301	10.5	2	5.711254483	4.937718403	6.484790563	1.313317211	0.393215419	0.980713336	1
TK1207	188	166	465.1666667	314.5	6	154.4819265	232.0727649	76.89108811	0.331323187	-1.593688924	0.40620198	1
TK1208	69.66666667	123.5	433.8333333	86.25	2	71.92339424	86.41007205	57.43671642	0.664699323	-0.58922621	0.743579068	1
TK1209	3375.785714	462.3690476	811.2833333	655.8333333	542.4642857	2190.71621	4167.434332	213.9980886	0.051350081	-4.283489651	0.038662226	1
TK1210	65.66666667	66.33333333	71.5	45.5	3.9	56.02175458	81.47235365	30.57115551	0.375233489	-1.414139503	0.466852816	1
TK1211	50.5	49.5	133.7	49	3.333333333	42.44072317	61.72148004	23.1599663	0.375233489	-1.414139503	0.471221456	1
TK1212	639	1922.25	563.9678571	680	11.2	839.5348097	788.8005149	890.2691044	1.128636566	0.174580997	0.960295618	1
TK1213	29	48	217.5	35	4	29.01601303	35.79845842	22.23356764	0.62107612	-0.687157998	0.722273451	1
TK1214	25	181.4583333	818.7	174.4242424	8.5	57.34990901	30.86074002	83.83907799	2.71669046	1.441850194	0.493169635	1
TK1215	20.03333333	109.2916667	832.0095238	87.05833333	8.233333333	37.58865927	24.68859202	50.48872653	2.045022515	1.032116727	0.642657612	1
TK1216	6.333333333	45.5	443.2833333	28.08333333	5	14.3568733	7.406577605	21.30716899	2.876790082	1.524459952	0.523851669	1
TK1217	7.833333333	55	472	57.36111111	3.5	17.67569987	9.875436806	25.47596293	2.579730236	1.36722021	0.558767946	1
TK1218	8.666666667	48	435.1666667	30.7	1.75	16.67171703	11.10986641	22.23356764	2.001245274	1.000897996	0.685106278	1
TK1219	18.5	91.91666667	1006.77619	86.39285714	2	32.4170354	22.21973281	42.61433799	1.917860055	0.939497451	0.680462044	1
TK1220	27.75	174.5	1288.716667	100.1666667	2	57.58035577	34.56402882	80.59668271	2.33180811	1.22144907	0.566375097	1
TK1221	5.821428571	30.08333333	267.0833333	15.5	1.333333333	10.65127869	7.406577605	13.89597978	1.876167445	0.907788592	0.746705547	1
TK1222	12.02142857	66.91666667	674.3333333	59.5	2	22.92375502	14.81315521	31.03435484	2.095053647	1.066987186	0.646606654	1
TK1223	8.5	140.8333333	508.8833333	50	2	37.59327088	9.875436806	65.31110496	6.613490242	2.725411849	0.20326059	1
TK1224	9	65.5	965.5261905	27.30952381	1	20.84051096	11.10986641	30.57115551	2.751712252	1.460329615	0.520553972	1
TK1225	3	18.5	468.1666667	8.666666667	0	6.020438335	3.703288802	8.337587867	2.251400934	1.170822997	0.716240434	1
TK1226	130	1536.5	1118.25	1177	20	435.9750064	160.4758481	711.4741646	4.433527992	2.148455184	0.280795308	1
TK1227	180	470	948.7833333	327	13	219.9505057	222.1973281	217.7036832	0.979776332	-0.029475653	0.95911938	1
TK1228	105	315.6666667	1213.392857	321.5833333	14.5	137.9930475	129.6151081	146.370987	1.129274119	0.175395727	0.963881785	1
TK1229	608	521.5	438.75	192.25	58	496.1616227	750.5331973	241.7900481	0.322157699	-1.63416102	0.391621741	1
TK1230	70.5	115.6666667	787.3666667	97	4.5	70.07059693	86.41007205	53.73112181	0.621815496	-0.685441525	0.707594797	1
TK1231	34.5	72.00757576	446.7761905	58.83333333	10.5	37.66047895	41.97060643	33.35035147	0.794612094	-0.331677343	0.852381652	1
TK1232	166	143.8409091	1704.190909	95.91666667	24.5	135.8080083	204.9153137	66.70070293	0.325503749	-1.619253933	0.399711839	1
TK1233	94.5	161.25	589.7666667	114	3.5	95.30573697	116.0363825	74.57509148	0.642687146	-0.637811477	0.722575302	1
TK1234	121.5	271.5833333	633.95	254.3333333	5	138.295314	150.6004113	125.9902167	0.836586139	-0.257414	0.868310105	1
TK1235	30.03333333	107.6111111	775.1547619	64.33333333	6.666666667	43.52920761	37.03288802	50.0255272	1.35084056	0.433857403	0.869576959	1
TK1236	65.33333333	119.9166667	103.2678571	89.5	4	67.91092158	80.23792405	55.58391911	0.692738749	-0.529616721	0.76702611	1
TK1237	36.5	75.83333333	163.0333333	86.33333333	3	39.8213072	44.43946563	35.20314877	0.792159588	-0.336136991	0.849791619	1
TK1238	36.89285714	77.7	240.3761905	40.14285714	5	40.90172133	45.67389523	36.12954742	0.79103276	-0.33819065	0.848488599	1
TK1239	122	607.25	2621.94359	411.5833333	23	215.8812011	150.6004113	281.1619908	1.866940392	0.900675865	0.670110225	1
TK1240	5.5	18.91666667	340.0511905	19	1.5	8.103682399	7.406577605	8.800787193	1.188239382	0.248825509	1	1
TK1241	81.5	293.25	867.2833333	272	3.5	118.4703149	101.2232273	135.7174025	1.34077332	0.423065347	0.863159221	1
TK1242	42.66666667	82.16666667	159.1666667	50	1	45.53140878	53.08047283	37.98234473	0.715561537	-0.482852253	0.790496962	1
TK1243	143	229.5	685.125	226	6	141.5296389	176.5234329	106.535845	0.603522395	-0.728520789	0.686137729	1
TK1244	48.5	156	620.45	86	4	65.75585784	59.25262084	72.25909485	1.219508839	0.286300215	0.923812611	1
TK1245	6794.5	20840.5	21895.80119	8913	367	9019.89433	8386.714708	9653.073953	1.150995865	0.202882651	0.947825761	1
TK1246	49	85.5	194.2833333	89.5	1	50.16109623	60.48705044	39.83514203	0.658573062	-0.602584593	0.743212406	1
TK1247	85.33333333	177.0833333	849.5788221	109.2833333	12.5	93.45639838	104.9265161	81.98628069	0.781368559	-0.355924889	0.831512744	1
TK1248	48.95	111.9	535	98.66666667	3	56.18268747	60.48705044	51.8783245	0.857676546	-0.221494425	0.890199124	1
TK1249	67.5	126.1666667	275.025	82.14285714	2.7	71.15216396	83.94121285	58.36311507	0.695285582	-0.524322421	0.768500398	1
TKt15	686.6666667	2881.166667	865.3333333	2279.25	92.33333333	1091.265197	848.0531357	1334.477258	1.573577411	0.654048153	0.763369399	1
TK1250	65	409	586.8333333	217	72	134.8432242	80.23792405	189.4485243	2.361084569	1.239449717	0.549235659	1
TK1251	3730.25	11365	5240.5	10262.83333	125	4934.341375	4604.422411	5264.260339	1.143305255	0.193210645	0.951901331	1
TK1252	67.5	328.25	1669.95	171.1666667	8.142857143	117.9352959	83.94121285	151.9293789	1.80994977	0.85594966	0.691001585	1
TK1253	243.8928571	1026.17619	1029.75	279.5	28	388.2216655	301.2008226	475.2425084	1.577826064	0.657938175	0.763330765	1
TK1254	373.5	1349.733766	5024.5	602	39.5	543.4978804	461.6766707	625.31909	1.354452433	0.437709729	0.852038383	1
TK1255	148	131.5	387.75	143.3333333	3	121.918946	182.6955809	61.14231102	0.334667706	-1.57919875	0.411707906	1
TK1256	12.5	75	316.1666667	48.5	2	24.77655233	14.81315521	34.73994945	2.345209306	1.229716686	0.588041147	1
TK1257	32.83333333	159.4333333	907.7095238	67.2	3.5	57.19243482	40.73617683	73.64869282	1.807943174	0.854349333	0.700153692	1
TK1258	156.3333333	496.5	2988.283333	488.6666667	8	211.1589417	192.5710177	229.7468657	1.193050067	0.254654588	0.929537403	1
TK1259	372	990	1295.909524	917.3333333	22	458.8875721	459.2078115	458.5673327	0.998605253	-0.002013599	0.968826198	1
TK1260	42.5	58.125	264.5	50	1	39.35580207	51.84604323	26.8655609	0.51817958	-0.948475931	0.622137076	1
TK1261	111	208.5714286	352.8333333	84	3.5	116.9151724	137.0216857	96.80865912	0.706520713	-0.501196238	0.77323032	1
TK1262	29	75	226.6666667	56.14285714	3	35.26920393	35.79845842	34.73994945	0.970431437	-0.043301808	0.969154474	1
TK1263	455.5	3217.666667	3573.25	2111.916667	405	1026.737664	562.899898	1490.575431	2.648029314	1.404919093	0.485954575	1
TK1264	307.1428571	1138.583333	2868.285714	465	51.5	453.2769598	378.9698874	527.5840322	1.392152912	0.477317683	0.836107303	1
TK1265	7	13	158.3333333	20	0	7.331299221	8.641007205	6.021591237	0.696862194	-0.521054707	0.851455031	1
TK1266	51.75	115.4583333	288.1909091	126.0833333	5.333333333	58.72913086	64.19033924	53.26792248	0.829843293	-0.26908917	0.870627481	1
TK1267	273.3333333	2982.166667	3614.366667	2153	47.33333333	859.1298355	336.999281	1381.26039	4.098704264	2.035167898	0.305812502	1
TK1268	246.8428571	678.4880952	851.9	240.1428571	22.16666667	309.4766272	304.9041114	314.049143	1.02999314	0.042634728	1	1
TK1269	138.2	283.75	849.0333333	151	10.5	150.9499467	170.3512849	131.5486086	0.772219644	-0.372916841	0.821828785	1
TK1270	205	332.6666667	1424	263.6666667	8	203.6517218	253.0580682	154.2453755	0.609525619	-0.714241236	0.689667509	1
TK1271	47	77	274.1666667	32.58333333	6.595238095	46.84226967	58.01819124	35.6663481	0.614744227	-0.701941814	0.706999613	1
TK1272	72.25	166	798.8333333	45.5	9.5	82.88500968	88.87893126	76.89108811	0.865121655	-0.209025073	0.891194552	1
TK1273	17.5	59.53333333	140.7261905	42.66666667	2	25.00584619	22.21973281	27.79195956	1.250778296	0.322826091	0.926080693	1
TK1274	124.1666667	366.7222222	1514.57619	239.6111111	11	161.5317116	153.0692705	169.9941526	1.110570084	0.151300439	0.973132792	1
TK1275	267	424	2443.5	375	14	262.9946088	329.5927034	196.3965142	0.595876402	-0.74691498	0.67672445	1
TK1276	244.5	755	3696.166667	603.8333333	17	325.4581568	301.2008226	349.7154911	1.161070837	0.215455993	0.94460393	1
TK1277	327	790.0833333	246.7916667	594.8333333	17.33333333	384.7929735	403.6584795	365.9274675	0.906527389	-0.141577486	0.911885234	1
TK1278	20.64285714	53	331.0833333	32.5	3.5	25.23629295	25.92302162	24.54956427	0.947017853	-0.078536472	0.962161648	1
TK1279	58	141.5	917.5	78	11	68.68561056	71.59691685	65.77430428	0.918675094	-0.122373379	0.927957308	1
TK1280	316	487.1428571	3342.083333	489.4761905	15.5	307.8289128	390.0797538	225.5780717	0.578287054	-0.790142289	0.660499713	1
TK1281	118.25	329.4651515	683.852381	232.2539683	7.5	149.0276356	145.6626929	152.3925782	1.046201846	0.065161221	1	1
TK1282	200.5	306.8166667	1118.75	213.6666667	16.25	194.5440566	246.8859202	142.2021931	0.575983406	-0.795900848	0.659965089	1
TK1283	20	66.14285714	102.4305556	30	4.25	27.62987376	24.68859202	30.57115551	1.238270513	0.308326521	0.929287176	1
TK1284	193.2	328.25	906.8166667	247.3333333	15	195.0871459	238.244913	151.9293789	0.63770251	-0.649044536	0.714132316	1
TK1285	37.16666667	61.75	403.7	62	1	37.19612672	45.67389523	28.71835821	0.62876963	-0.669396559	0.723200951	1
TK1286	141	250.0833333	720.6166667	181.8666667	6	144.9272026	174.0545737	115.7998315	0.665307604	-0.587906571	0.738639458	1
TKt16	65.5	141.5833333	260.1261905	81.5	34.58333333	73.62332897	81.47235365	65.77430428	0.807320537	-0.308786503	0.852258916	1
TKt17	1171.166667	2875	788.9166667	1290.083333	35	1388.607562	1445.517063	1331.698062	0.921260701	-0.118318623	0.920055748	1
TKt18	182.5166667	355.0333333	118.1305556	220.4305556	11.83333333	195.1681888	225.9006169	164.4357607	0.727911959	-0.458164127	0.787271668	1
TK1287	351	1007.5	1180.472222	444.5	12.83333333	450.0948552	433.2847899	466.9049205	1.077593609	0.1078132	0.988593529	1
TK1288	995.5	9033.583333	4830.667857	4559.95	136	2707.017296	1229.491882	4184.542711	3.403473232	1.767007763	0.37482169	1
TK1289	296	2078.619048	2867.371429	1867.833333	17	664.1912802	365.3911618	962.9913986	2.635508187	1.398081174	0.488884296	1
TK1290	20.83333333	35.25	134.7777778	38.83333333	3	21.06749901	25.92302162	16.21197641	0.625389148	-0.677173909	0.735478985	1
TK1291	21	46	141.75	69	1.5	23.6150953	25.92302162	21.30716899	0.821940023	-0.28289497	0.882607223	1
TK1292	1045.5	2397.007576	6332.897222	1776.157576	55.7	1200.751073	1291.213362	1110.288784	0.859880184	-0.217792446	0.879643318	1
TK1293	95.33333333	400.9761905	1614.013131	253.5	16.125	151.5068709	117.2708121	185.7429297	1.583880306	0.663463315	0.76461314	1
TK1294	250	875	807.5847222	598.5	8.5	356.9534052	308.6074002	405.2994102	1.313317211	0.393215419	0.871097641	1
TK1295	1290.2	1905.533333	3192.520635	1591.5	76.83333333	1237.63605	1592.414185	882.8579152	0.554414752	-0.85096245	0.636664259	1
TK1296	24.5	56	346.0833333	47.5	3.5	27.78273634	29.62631042	25.93916225	0.875544807	-0.191747082	0.914440411	1
TK1297	40.5	143.7	1386.55	81.75	3.666666667	58.03894348	49.37718403	66.70070293	1.35084056	0.433857403	0.865295045	1
TK1298	31	93.75	867.1754902	64.75	2.5	40.90402713	38.26731762	43.54073664	1.137804773	0.186253038	0.970382589	1
TK1299	62.5	254.3333333	1432.083333	165.5	12.5	97.09363202	76.53463525	117.6526288	1.537246874	0.620348873	0.784946099	1
TK1300	118.5	304.8611111	1064.052632	231.9166667	2.666666667	143.4692437	145.6626929	141.2757944	0.969883171	-0.04411712	0.954746677	1
TK1301	59	75.86666667	478.4861111	98	1	54.01724761	72.83134645	35.20314877	0.483351613	-1.048855039	0.582252481	1
TK1302	31	75.08333333	673.6178571	75	4	36.50363353	38.26731762	34.73994945	0.907822957	-0.139517123	0.929653361	1
TK1303	14	55.20833333	148.8611111	42.5	4	21.37898867	17.28201441	25.47596293	1.474131564	0.559865288	0.838025972	1
TK1304	4	19.58333333	82.25	25.5	14	7.100852461	4.937718403	9.263986519	1.876167445	0.907788592	0.781308688	1
TK1305	94.75	304.1166667	1711.670635	190.0555556	7.833333333	129.0417036	117.2708121	140.8125951	1.200747165	0.263932402	0.927794152	1
TK1306	77.22619048	295.6	639.2833333	133.8333333	6.5	116.0790399	95.05107926	137.1070005	1.442456009	0.528527322	0.820560026	1
TK1307	788.5	1663.111111	1754.45	843.75	45	871.5155022	972.7305254	770.300479	0.791895041	-0.336618869	0.832140331	1
TK1308	129.4761905	552.4166667	1063.35	428.6666667	86	207.4637232	159.2414185	255.6860279	1.605650278	0.683157698	0.755154722	1
TK1309	196.6666667	620.8333333	4543.416667	434.5	11	265.4147064	243.1826314	287.6467814	1.182842622	0.242258135	0.933989594	1
TK1310	161.1666667	881.8333333	8756.166667	437.5	12	303.6424856	198.7431657	408.5418055	2.055626939	1.039578464	0.616467828	1
