"ID"	"Pexp"	"PS"	"C"	"Sexp"	"Sstat"	"baseMean"	"baseMeanA_Pexp"	"baseMeanB_PS"	"foldChange"	"log2FoldChange"	"pval"	"padj"
TK0409	364.5	604.25	490.25	473.1428571	20	364.5523838	449.3323747	279.7723929	0.622640185	-0.683529404	0.699376806	1
TK0410	2.1	9.927777778	29.8	13.3	0.5	3.55042623	2.468859202	4.631993259	1.876167445	0.907788592	0.87766285	1
TK0411	0	1.101190476	5.25	2	0	0.231599663	0	0.463199326	Inf	Inf	1	1
TK0412	0	1.525	3.5	1	0	0.463199326	0	0.926398652	Inf	Inf	1	1
TK0413	2	5.666666667	5.876623377	1	0	2.624027579	2.468859202	2.779195956	1.125700467	0.170822997	1	1
TK0414	1	0	1.5	0	0	0.6172148	1.234429601	0	0	-Inf	0.748082357	1
TK0415	1	6	9.2	3	0	2.006812778	1.234429601	2.779195956	2.251400934	1.170822997	0.926608833	1
TK0416	10.7	13.7	20.33333333	32	1.833333333	10.03175809	13.57872561	6.484790563	0.477569895	-1.0662162	0.636426712	1
TK0417	2.333333333	6	2	1	0	2.624027579	2.468859202	2.779195956	1.125700467	0.170822997	1	1
TK0418	9	11.58333333	5	1	1	8.334129159	11.10986641	5.558391911	0.500311319	-0.999102004	0.675887879	1
TK0419	4	3	7.166666667	2	0	3.16365819	4.937718403	1.389597978	0.281425117	-1.829177003	0.5684141	1
TK0420	12.75	4.5	33	12	0	8.950191057	16.04758481	1.852797304	0.115456458	-3.114579221	0.192027578	1
TK0421	13.16666667	73.58333333	283.9166667	40.25	3.5	25.16216746	16.04758481	34.27675012	2.135944475	1.094874144	0.633650501	1
TKt06	202.4916667	885.9583333	240.2797619	413.677381	37.41666667	329.8746911	249.3547794	410.3946028	1.645826095	0.718811903	0.739494981	1
TK0422	156.9166667	717.9444444	861.7	411.6111111	18	263.1912817	193.8054473	332.577116	1.716035956	0.779079782	0.716459401	1
TK0423	189.8333333	176.2	1864.009524	156.25	8	158.0323528	234.5416241	81.52308136	0.347584706	-1.524563493	0.425122041	1
TK0424	66	270.4166667	183.2254902	63.75	15.41666667	103.2680858	81.47235365	125.063818	1.535046091	0.618281974	0.785455271	1
TK0425	8	19.58333333	31.5	14.72222222	1.125	9.569711662	9.875436806	9.263986519	0.938083722	-0.092211408	0.995337595	1
TK0426	118	542.5	323.5	187.6666667	53	198.3583638	145.6626929	251.0540347	1.723530093	0.785366489	0.715116421	1
TK0427	57	159.75	180.5	59.83333333	26	72.2371897	70.36248724	74.11189215	1.053286986	0.074898577	1	1
TK0428	8.166666667	41.5	51.92619048	13.5	2	14.66490425	9.875436806	19.45437169	1.969975817	0.978177919	0.702234471	1
TK0429	22.16666667	42.35	25.66666667	31.25	3	23.30591145	27.15745122	19.45437169	0.716354842	-0.481253699	0.806205173	1
TK0430	61.5	99.08333333	57.5	109.6111111	2.5	61.19568426	76.53463525	45.85673327	0.599163152	-0.738979194	0.689842772	1
TK0431	4	18.16666667	22.79411765	7.991666667	0	6.637653135	4.937718403	8.337587867	1.6885507	0.755785498	0.845076497	1
TK0432	1	7.95	10.56666667	4	0.166666667	2.470012104	1.234429601	3.705594607	3.001867911	1.585860497	0.782415373	1
TK0433	6	11.625	32.86666667	9.5	0	6.482484758	7.406577605	5.558391911	0.750466978	-0.414139503	0.902389422	1
TK0434	9.75	35.66666667	34.15	27.25	12	14.50973587	12.34429601	16.67517573	1.35084056	0.433857403	0.90172143	1
TK0435	19	89.95833333	155.45	99.02777778	2	32.57105087	23.45416241	41.68793933	1.77742179	0.82978608	0.721922458	1
TK0436	98.25	124.0833333	733.6666667	132.3333333	3	89.20540865	120.9741009	57.43671642	0.474785231	-1.074653037	0.567789171	1
TK0437	184.5	312.95	821.1059524	150.6428571	7.5	186.0582178	227.1350465	144.981389	0.638304794	-0.647682612	0.714880419	1
TK0438	67.5	167.6666667	683.8333333	99.83333333	11.5	80.87934981	83.94121285	77.81748676	0.927047443	-0.109284922	0.931789193	1
TK0439	14	37.25	252.4583333	16.7	0.25	17.21019474	17.28201441	17.13837506	0.991688506	-0.01204106	1	1
TK0440	177.3333333	445.45	978.6666667	375	9.5	212.3088697	218.4940393	206.1237	0.94338363	-0.084083528	0.93683787	1
TK0441	76.5	259.0833333	2099.592857	195.6428571	7.5	106.8926375	93.81664966	119.9686254	1.278756232	0.354741271	0.891657531	1
TK0442	424.7	750.5	427	238	307.5	436.0160374	524.6325803	347.3994945	0.662176745	-0.594711749	0.732367316	1
TK0443	37.5	70.34285714	424.4761905	59.5	13.5	39.66613882	46.90832483	32.42395282	0.691219585	-0.532784	0.773184341	1
TK0444	110.3333333	262.5833333	1030	226.125	27.58333333	128.8043394	135.7872561	121.8214227	0.89714916	-0.156580228	0.909383506	1
TK0445	233	449.5	338.5	543.5	11	248.0308968	287.622097	208.4396967	0.724699871	-0.464544457	0.783911041	1
TK0446	15.03333333	46.08333333	171.9166667	35.75	1.833333333	19.9118065	18.51644401	21.30716899	1.150716033	0.202531857	0.979894485	1
TK0447	33.66666667	60.64285714	266.6333333	68.6	4.428571429	35.11288265	41.97060643	28.25515888	0.673213024	-0.570865007	0.76130955	1
TK0448	13.75	28.25	184.7526316	23.5	3	15.12579777	17.28201441	12.96958113	0.750466978	-0.414139503	0.847295992	1
TK0449	66.58333333	97.58333333	230.7	50.66666667	4	64.0501586	82.70678325	45.39353394	0.548848984	-0.86551885	0.643555481	1
TK0450	109.5	255.0833333	347.5833333	181	10	126.9515421	135.7872561	118.1158281	0.869859452	-0.20114578	0.891445164	1
TK0451	21.5	91.375	134.3333333	74.59090909	2	34.65429494	27.15745122	42.15113866	1.552102159	0.634223518	0.795402497	1
TK0452	24	77.89285714	73.03333333	40.33333333	0.333333333	32.87792892	29.62631042	36.12954742	1.219508839	0.286300215	0.934510809	1
TK0453	31.83333333	42.53571429	164.75	49.30882353	4.291666667	29.70965912	39.50174722	19.91757102	0.504220001	-0.987874749	0.614688737	1
TK0454	21.5	32	103.8333333	21	6.291666667	20.98991482	27.15745122	14.82237843	0.545794166	-0.873571122	0.664633172	1
TK0455	44.16666667	69.66666667	124.2	51.5	4	43.36942762	54.31490243	32.42395282	0.596962369	-0.744288105	0.692978561	1
TK0456	7	10.5	82.95	4.5	0	6.636500232	8.641007205	4.631993259	0.536047841	-0.89956633	0.727366439	1
TK0457	3.5	7.666666667	48.5	5.5	2	4.321656505	4.937718403	3.705594607	0.750466978	-0.414139503	0.943061524	1
TK0458	9	12.25	85.25	9	11.75	8.334129159	11.10986641	5.558391911	0.500311319	-0.999102004	0.670163434	1
TK0459	134	132.9761905	153.7	97	3	113.5095384	165.4135665	61.60551035	0.372433239	-1.424946258	0.456266185	1
TK0460	177.5	345.0833333	302.2028139	246.5	10	189.7661182	219.7284689	159.8037674	0.727278391	-0.459420383	0.786880858	1
TK0461	11.7	47.5	95.33333333	21	3	18.52336143	14.81315521	22.23356764	1.500933956	0.585860497	0.833805551	1
TK0462	18.5	47.5	94.35952381	25.5	5	22.22665023	22.21973281	22.23356764	1.000622637	0.000897996	1	1
TK0463	17.5	86	190.8190476	41.5	5	31.02743742	22.21973281	39.83514203	1.792782225	0.84220025	0.718537603	1
TK0464	53.75	123.5	212.4	60.45	32.4	62.04795743	66.65919844	57.43671642	0.861647271	-0.214830695	0.891648165	1
TK0465	2604	3936.333333	5545.285714	2679	127	2518.803614	3214.45468	1823.152547	0.5671732	-0.818138731	0.648104315	1
TK0466	134.3333333	175.5833333	200.7575758	137.3333333	6.5	123.4683239	165.4135665	81.52308136	0.492843985	-1.020797075	0.58360734	1
TK0467	1339	2644.666667	2244.615	1503.5	170	1439.031726	1652.901235	1225.162217	0.741219252	-0.432027742	0.794050087	1
TK0468	39.5	72.83333333	288.5	100.5	1	41.59536741	49.37718403	33.81355079	0.684801117	-0.546243039	0.7674864	1
TK0469	111	376	298.4	196.3333333	9.333333333	155.5923161	137.0216857	174.1629466	1.271061188	0.346033482	0.893221753	1
TK0470	228.625	557.3761905	2700.678571	417.6583333	22.83333333	270.3432016	282.6843786	258.0020245	0.912685822	-0.131809774	0.916628858	1
TK0471	175.3333333	328	3840.854762	320	5	183.9772795	216.0251801	151.9293789	0.703294768	-0.507798611	0.768107498	1
TK0472	186.1111111	425.9659091	566.7	269.8333333	6	213.4634093	229.6039057	197.3229128	0.859405733	-0.218588694	0.882124438	1
TK0473	190.5	434.6818182	256.9166667	265.5	6	218.0166655	234.5416241	201.4917068	0.859087198	-0.219123521	0.881847351	1
TK0474	65.1	101.75	339.952381	45.33333333	4	63.74212765	80.23792405	47.24633125	0.588827936	-0.764081974	0.679989373	1
TK0475	648.7	1961.6	2722.55	755	36.5	854.9709442	801.1448109	908.7970775	1.134373044	0.181895155	0.957241961	1
TK0476	524	1167	1246.95	653.5	23.5	593.6973621	646.8411108	540.5536134	0.835682217	-0.258973659	0.863646054	1
TK0477	158.3666667	354.1454545	564.7954545	239	5	179.5062192	195.0398769	163.9725614	0.840713007	-0.250314701	0.869977148	1
TK0478	8.166666667	6.612121212	138.0454545	7.5	0	6.558916044	9.875436806	3.242395282	0.328329303	-1.606784581	0.508039661	1
TK0479	31	45.11111111	350.5	36.5	2	29.55564365	38.26731762	20.84396967	0.544693774	-0.876482717	0.653387629	1
TK0480	115.1111111	133.75	984.6761905	84	2.25	102.0140569	141.9594041	62.06870968	0.437228587	-1.193540364	0.527783592	1
TK0481	135.2	498	1257.25	276.5	8	198.6606302	166.6479961	230.6732643	1.384194648	0.469046832	0.841771245	1
TK0482	709.5333333	1570.866667	157.8333333	226.3611111	283	802.0655788	876.4450166	727.686141	0.830270156	-0.268347252	0.859537732	1
TK0483	80.5	221.5833333	149.75	168.5	6	100.7923092	98.75436806	102.8302504	1.041272932	0.058348268	1	1
TK0484	12	22.33333333	29	24	2.5	12.50177019	14.81315521	10.19038517	0.687928063	-0.539670385	0.809429133	1
TK0485	1029	3913.833333	506	1858	30.5	1541.59511	1270.228059	1812.962162	1.42727296	0.51326127	0.820167076	1
TK0486	4	15.91666667	27.58333333	6.75	0	6.174453809	4.937718403	7.411189215	1.500933956	0.585860497	0.909344656	1
TK0487	79.5	220.5833333	178	172	3.5	100.5607095	98.75436806	102.367051	1.036582513	0.051834961	1	1
TK0488	18.5	32.08333333	56.5	24.66666667	0	18.52105562	22.21973281	14.82237843	0.667081758	-0.584064505	0.775728442	1
TK0489	42	87	95.33333333	58.75	0	46.07219229	51.84604323	40.29834136	0.77726937	-0.36351343	0.836826041	1
TK0490	12.25	19.03333333	40.86111111	30	3	11.8069712	14.81315521	8.800787193	0.594119691	-0.751174491	0.734579841	1
TK0491	13.25	9.892857143	86.64285714	16.11904762	4.333333333	10.33978903	16.04758481	4.631993259	0.288641145	-1.792651127	0.419673105	1
TK0492	26	106.8333333	680.2595238	54	4.416666667	40.82874875	32.09516962	49.56232788	1.544230128	0.626887765	0.794225078	1
TK0493	1079	1822.833333	4333.67619	1361.5	32	1088.180955	1331.949539	844.4123712	0.633967238	-0.657519807	0.707614598	1
TK0494	187	189.8333333	441.4444444	184.8333333	3.333333333	159.4231036	230.8383353	88.00787193	0.381253278	-1.391178355	0.463985458	1
TKt07	160.2666667	512.7333333	494.1873016	301.5297619	11.58333333	217.5649952	197.5087361	237.6212542	1.203092374	0.266747417	0.924505335	1
TKt08	63.73333333	144.9	315.925	106.5944444	108.5833333	73.08369836	79.00349445	67.16390226	0.850138373	-0.234230413	0.882095986	1
TK0495	201.5	337	1085.977778	193.5	10	202.7264761	249.3547794	156.0981728	0.626008345	-0.675746205	0.704004076	1
TK0496	6.5	23.5	10.5	10.5	0	9.261680714	7.406577605	11.11678382	1.500933956	0.585860497	0.87515938	1
TK0497	311.5	765.6111111	1933.533333	572	25	369.9763596	385.1420354	354.8106837	0.921246322	-0.11834114	0.921434525	1
TK0498	41	215.5833333	705.3428571	201.5	4	75.33133402	50.61161363	100.0510544	1.976839844	0.983195994	0.647726171	1
TK0499	71.25	137.2928571	911.6516807	159.1111111	6.333333333	75.55140465	87.64450166	63.45830765	0.724042084	-0.46585454	0.790250856	1
TK0500	13.5	18	85.7	10.66666667	1	12.80980114	17.28201441	8.337587867	0.482443057	-1.051569424	0.626860724	1
TK0501	12.5	15.83333333	108	12.64285714	0	11.11217221	14.81315521	7.411189215	0.500311319	-0.999102004	0.65298395	1
TK0502	59.83333333	106.4619048	558.7663993	160.4761905	9.333333333	61.5824523	74.06577605	49.09912855	0.662912497	-0.593109644	0.743657973	1
TK0503	51	128.5	189	88	14	61.12271168	62.95590964	59.28951372	0.941762482	-0.086564845	0.943732156	1
TK0504	11.5	35.5	158.6666667	20.2	2	15.74416547	14.81315521	16.67517573	1.125700467	0.170822997	1	1
TK0505	142	289	591.25	180	25.5	154.5768043	175.2890033	133.8646052	0.763679425	-0.38896094	0.815353744	1
TK0506	24	70.28571429	684.8511905	49.5	6	31.02513162	29.62631042	32.42395282	1.094431009	0.130181013	0.997671545	1
TK0507	74	145.3333333	1407.018398	97.7020202	0.5	79.25584636	91.34779046	67.16390226	0.735254809	-0.443683779	0.798421538	1
TK0508	145	348	1830.333333	191.5	14	170.0928288	178.9922921	161.1933654	0.900560373	-0.151105097	0.910297507	1
TK0509	54	201.5	1162.1	166.5	9.5	80.11273114	66.65919844	93.56626384	1.403651199	0.489184477	0.839372376	1
TK0510	404.3928571	857.3095238	1114.433333	659.625	19.5	447.8356905	498.7095587	396.9618223	0.79597797	-0.329199592	0.835911658	1
TK0511	173.5	216	753.4761905	333.5	12	157.4209025	214.7907505	100.0510544	0.46580709	-1.102195497	0.554701483	1
TK0512	65.5	118.5	920.5	100	5.833333333	68.06493706	81.47235365	54.65752046	0.670871995	-0.575890573	0.749037052	1
TK0513	96.2	397.9	252.3666667	305.1111111	1	151.4292867	118.5052417	184.3533317	1.555655506	0.637522617	0.775147732	1
TK0514	44	422	136.5	164.5	6	124.892509	54.31490243	195.4701155	3.59883028	1.847528067	0.363032586	1
TK0515	19	34.5	211.125	21.16666667	0	19.60146975	23.45416241	15.74877708	0.671470454	-0.574604175	0.776423641	1
TK0516	137.5	330	1321.533333	480.3333333	29	161.6035312	170.3512849	152.8557776	0.897297474	-0.156341746	0.908376918	1
TK0517	43	94.66666667	612.9166667	94.1	4	48.5422044	53.08047283	44.00393596	0.82900422	-0.27054865	0.872504623	1
TK0518	21	37	376.15	25	3	21.53069834	25.92302162	17.13837506	0.661125671	-0.59700356	0.76423685	1
TK0519	4.5	28.75	201.3333333	10.86111111	2.222222222	9.185249428	4.937718403	13.43278045	2.720442795	1.443841492	0.58697346	1
TK0520	217.1111111	828.3666667	869.1833333	539.25	80.75	325.7001326	267.8712234	383.5290419	1.431766492	0.517796222	0.820283493	1
TK0521	152.6111111	281.4666667	499.7190476	213.3611111	11.5	159.5133698	188.8677289	130.1590106	0.689154316	-0.537101026	0.757559689	1
TK0522	123.7857143	190.1666667	260.0833333	142.5	7.166666667	120.5385712	153.0692705	88.00787193	0.574954539	-0.798480205	0.66167579	1
TK0523	72.5	38.5	71.2	48.2	1	53.24025282	88.87893126	17.60157439	0.198039897	-2.336136991	0.246129396	1
TK0524	412.1666667	945.4166667	1831.583333	446	33	473.1541793	508.5849955	437.723363	0.860669046	-0.216469511	0.881110283	1
TK0525	604.5	936.25	6383.783333	320.75	47	589.575024	745.5954789	433.5545691	0.581487658	-0.782179523	0.662157758	1
TK0526	229.75	540.5	372.5	339.3333333	22	267.0232221	283.9188082	250.127636	0.880982974	-0.182813957	0.895925457	1
TK0527	32	121.5	680.5	93	36.2	48.00603249	39.50174722	56.51031776	1.430577677	0.516597834	0.834703174	1
TK0528	802	750	2955.261111	1067.25	54	668.7060171	990.0125398	347.3994945	0.350904136	-1.510851144	0.425148657	1
TK0529	69	152	725.0333333	132	13.5	77.79097	85.17564245	70.40629754	0.826601309	-0.274736447	0.865350455	1
TK0530	4	5	86.2	9	0	3.626857516	4.937718403	2.31599663	0.469041861	-1.092211408	0.736449216	1
TK0531	9	10.5	63.95	15.75	2.5	7.870929833	11.10986641	4.631993259	0.416926099	-1.26213641	0.59169676	1
TK0532	32.83333333	39	37.5	32.86111111	2	29.40047527	40.73617683	18.06477371	0.44345776	-1.173131404	0.554390637	1
TK0533	38	271.2	576.9333333	104	0.5	86.21767108	46.90832483	125.5270173	2.67600725	1.420082025	0.493966686	1
TK0534	436	509.5	289.0428571	498.5	9	387.2214811	538.2113059	236.2316562	0.438919907	-1.187970391	0.523767336	1
TK0535	453.1428571	599.2	2472.25	565.5	11.5	418.3265027	559.1966092	277.4563962	0.496169669	-1.011094551	0.582074154	1
TK0536	115	225.5	525.4833333	141	9.5	123.3212259	141.9594041	104.6830477	0.737415378	-0.439450592	0.796798227	1
TK0537	7556.7	21932.95833	8194.533333	5132.5	188.5	9743.967654	9328.584493	10159.35082	1.089055989	0.123078126	0.980931963	1
TK0538	58.5	139.05	377.3333333	106.5	11	67.99081158	71.59691685	64.38470631	0.899266465	-0.153179426	0.915586928	1
TK0539	2975	3039.5	2604.666667	2824.033333	161	2540.277007	3672.428062	1408.125951	0.383431868	-1.382957848	0.461450492	1
TK0540	47	83.78333333	553.7416667	99.98611111	5.5	48.46346731	58.01819124	38.90874338	0.670630065	-0.576410932	0.753288437	1
TK0541	222	232.9722222	1574.666667	165.8611111	5.375	190.9844072	274.0433714	107.9254429	0.393826139	-1.344369225	0.477032806	1
TK0542	37	50	694.1666667	20.5	0	34.41693076	45.67389523	23.1599663	0.507072282	-0.979736679	0.613660123	1
TK0543	14	30.5	139	15	2	15.58899709	17.28201441	13.89597978	0.804071762	-0.31460383	0.884638649	1
TK0544	104	122.7833333	668.9197802	44.53333333	3.25	92.67709779	128.3806785	56.97351709	0.443785761	-1.172064716	0.535595375	1
TK0545	511.5	990.7083333	4085.95	1215.142857	37	545.5292438	632.0279556	459.030532	0.726282007	-0.461398256	0.783416722	1
TK0546	46.125	27.66666667	977.5588235	81.5	2	34.87667138	56.78376164	12.96958113	0.228402993	-2.130346537	0.292337793	1
TK0547	14.5	22	103.1666667	32.5	2	13.73619979	17.28201441	10.19038517	0.589652625	-0.762062807	0.722512814	1
TK0548	363	355.8333333	2593.392857	445.2833333	11.5	306.4984526	448.0979451	164.89896	0.367997581	-1.44223181	0.44629094	1
TK0549	66.81111111	144.8333333	1056.092857	116.5	3	74.93534276	82.70678325	67.16390226	0.812072476	-0.300319604	0.855500436	1
TK0550	64.25	186.85	2641.472222	171	4	82.8108842	79.00349445	86.61827395	1.09638535	0.132754957	0.984402549	1
TK0551	107	320.6666667	965.75	231.2222222	8.125	140.3854755	132.0839673	148.6869836	1.125700467	0.170822997	0.965702498	1
TK0552	14.5	41.5	322.75	33	1	18.36819305	17.28201441	19.45437169	1.125700467	0.170822997	0.99475978	1
TK0553	153	603.0833333	1418.884524	378.9166667	27	234.0884612	188.8677289	279.3091935	1.478861398	0.564486846	0.80235571	1
TK0554	10	54.5	239.25	28.5	4	18.6785298	12.34429601	25.0127636	2.02626084	1.018819904	0.673323143	1
TK0555	1247	201.5833333	131.1916667	327	81.83333333	816.449988	1539.333712	93.56626384	0.060783612	-4.04017377	0.049792344	1
TK0556	40.33333333	77.08333333	306.2916667	75.33333333	2.5	42.52176606	49.37718403	35.6663481	0.722324466	-0.469281057	0.796640194	1
TK0557	23	40	324.8166667	35.2	1	23.45992693	28.39188082	18.52797304	0.652579981	-0.615773364	0.754681826	1
TK0558	160.8333333	199.8333333	1625.033333	120	16.14285714	145.6915155	198.7431657	92.63986519	0.466128558	-1.101200192	0.555373502	1
TK0559	506	421	1535.166667	343.5	11.5	409.8141471	624.621378	195.0069162	0.312200195	-1.679456655	0.379951016	1
TK0560	53954	154872.9167	124427.3333	139478.3333	3082	69169.74194	66602.41468	71737.06921	1.07709412	0.107144322	0.98748233	1
TK0561	150.4242424	247.25	233.1944444	158.2	8	149.7873368	185.1644401	114.4102335	0.617884478	-0.694590962	0.698456985	1
TK0562	559.25	1243.5	873.3666667	975	24	632.9014545	690.0461468	575.7567621	0.834374288	-0.261233395	0.862658712	1
TK0563	41.83333333	86.83333333	407.1166667	72.5	4.5	46.07219229	51.84604323	40.29834136	0.77726937	-0.36351343	0.836511886	1
TK0564	42.5	121.9166667	392	63.75	1	54.1781805	51.84604323	56.51031776	1.089963944	0.124280411	0.991871649	1
TK0565	131.35	243.6	269.2833333	157.3333333	8.5	137.3654566	161.7102777	113.0206355	0.698908178	-0.516825167	0.766186314	1
TK0566	61.16666667	188.5	1203.271429	103.3928571	4	81.42243912	75.30020565	87.5446726	1.162608679	0.217365583	0.949942705	1
TK0567	7.5	54.14285714	261	31.59090909	2	16.8268854	8.641007205	25.0127636	2.894658343	1.533393077	0.511636482	1
TK0568	35	107.7833333	825.6742424	82.53333333	2.5	46.61528161	43.20503603	50.0255272	1.157863337	0.211464982	0.958296713	1
TK0569	1170.833333	2465.5625	7444.341667	1341.7	46	1293.8833	1445.517063	1142.249538	0.790201352	-0.339707779	0.830621861	1
TK0570	282.1666667	570.5833333	2231.973016	428	21.33333333	306.2979813	348.1091474	264.4868151	0.759781284	-0.39634392	0.81003871	1
TK0571	302.0333333	1178.75	1788	820.7333333	30	459.4548724	372.7977394	546.1120053	1.464901601	0.55080376	0.806150813	1
TK0572	38.5	102	1066.666667	74.5	2	47.07732804	46.90832483	47.24633125	1.007205681	0.010358325	1	1
TK0573	14	50.16666667	248.25	47.7	0	20.22099035	17.28201441	23.1599663	1.340119603	0.422361764	0.893368979	1
TK0574	74	217.1666667	1161.733929	181.2916667	6	95.93102209	91.34779046	100.5142537	1.100346853	0.137958364	0.981279248	1
TK0575	41.33333333	185.6547619	243.9833333	185.9583333	3.916666667	68.38334413	50.61161363	86.15507462	1.702278755	0.767467303	0.731098003	1
TKt09	1279.364286	7259.233333	905.85	5455.646429	43.61666667	2470.599683	1578.835459	3362.363907	2.129648081	1.090615049	0.594681272	1
TK0576	17.25	10	29.2	13	0	12.80864824	20.98530321	4.631993259	0.220725582	-2.17967425	0.322743873	1
TK0577	0	1.583333333	1	0	0	0.463199326	0	0.926398652	Inf	Inf	1	1
TK0578	8.033333333	11.2	15.64285714	15	0.5	7.485314696	9.875436806	5.095192585	0.515946047	-0.954707885	0.699738128	1
TK0579	1	7	7.05	3.5	0	2.238412441	1.234429601	3.242395282	2.626634422	1.393215419	0.850090326	1
TK0580	0	3.75	4.5	1.5	0	0.926398652	0	1.852797304	Inf	Inf	0.778645393	1
TK0581	0	0.25	3.5	0	0	0	0	0	NA	NA	NA	NA
TK0582	3.25	5	12.5	6.1	0	3.009642716	3.703288802	2.31599663	0.625389148	-0.677173909	0.903886171	1
TK0583	0	2.226190476	2.75	0.5	0.5	0.463199326	0	0.926398652	Inf	Inf	1	1
TK0584	0	1.5	2	0	0	0.463199326	0	0.926398652	Inf	Inf	1	1
TK0585	1.2	1.5	1.5	0	0	1.080414126	1.234429601	0.926398652	0.750466978	-0.414139503	1	1
TK0586	0	0.5	0.5	1.333333333	0	0	0	0	NA	NA	NA	NA
TK0587	45.66666667	77.83333333	50.35	55.03333333	3.25	46.45665453	56.78376164	36.12954742	0.636265481	-0.65229924	0.725933084	1
TK0588	488	581	2620.733333	386	48	435.7602268	602.4016452	269.1188084	0.44674315	-1.162482487	0.53164927	1
TK0589	32.5	48	96.83333333	31.5	5.5	30.86765743	39.50174722	22.23356764	0.562850233	-0.829177003	0.669247799	1
TK0590	20.5	60.5	76.5	25.5	1.5	26.24027579	24.68859202	27.79195956	1.125700467	0.170822997	0.985228265	1
TK0591	174	295.5	622	158	9	175.9488755	214.7907505	137.1070005	0.638328234	-0.647629634	0.715151821	1
TK0592	148	362.6428571	1274	173.2	16.33333333	175.4184681	182.6955809	168.1413553	0.920336192	-0.119767131	0.922941196	1
TK0593	251	451	753.75	220	28	259.3723629	309.8418298	208.902896	0.674224317	-0.568699434	0.743568013	1
TK0594	4382	1839	16126.5	13494.5	785.5	3130.547036	5409.270511	851.8235604	0.157474757	-2.666807508	0.17664122	1
TK0595	530.6428571	1360.571429	2309.916667	701.1428571	219	642.9482003	655.482118	630.4142826	0.961756645	-0.056256203	0.946078386	1
TK0596	1049.5	894.6666667	736.7	741.5	109	855.3572388	1296.151081	414.5633967	0.319841879	-1.644569244	0.388120208	1
TK0597	56.5	113.2	435	105.5	2	60.73479074	69.12805764	52.34152383	0.757167576	-0.401315463	0.817923323	1
TK0598	211	579	413.5	524.5	12	264.3285277	260.4646458	268.1924097	1.029669147	0.042180846	1	1
TK0599	9.5	38.5	21	23.7	1	14.9729352	12.34429601	17.60157439	1.425887258	0.511859915	0.872029802	1
TK0600	43.5	91.5	38	78.30952381	0	48.46462021	54.31490243	42.61433799	0.784579113	-0.350009166	0.841374292	1
TK0601	22	95.75	61.5	63	1.333333333	35.81229325	27.15745122	44.46713529	1.637382497	0.711391379	0.765105629	1
TK0602	6.5	14	11.5	7.5	0	6.945684084	7.406577605	6.484790563	0.875544807	-0.191747082	0.97890892	1
TK0603	4.5	14.25	11.16666667	14.5	0	5.711254483	4.937718403	6.484790563	1.313317211	0.393215419	0.982427138	1
TK0604	3	4.25	4.9	6	0	2.778043053	3.703288802	1.852797304	0.500311319	-0.999102004	0.816516576	1
TK0605	1.5	13.41666667	15.75	9.5	0	4.245225219	2.468859202	6.021591237	2.439017678	1.286300215	0.742419345	1
TK0606	0.5	2.75	5.075	1.5	0	0.694798989	0	1.389597978	Inf	Inf	0.905236306	1
TK0607	1.5	5.033333333	1.905555556	1.25	0	2.392427916	2.468859202	2.31599663	0.938083722	-0.092211408	1	1
TK0608	4	8.25	12.25	5	0	4.321656505	4.937718403	3.705594607	0.750466978	-0.414139503	0.943971963	1
TK0609	23	33.25	37.98333333	21.91666667	2	21.83872929	28.39188082	15.28557776	0.538378484	-0.89330734	0.657439028	1
TK0610	64.36111111	108	84.45	90.84090909	5.2	64.51451083	79.00349445	50.0255272	0.633206513	-0.659252001	0.718559296	1
TK0611	1.5	8.833333333	3.833333333	6.25	0	3.318826567	2.468859202	4.168793933	1.6885507	0.755785498	0.936769515	1
TK0612	1.5	2.5	5.5	2.083333333	0	1.697628927	2.468859202	0.926398652	0.375233489	-1.414139503	0.808439298	1
TK0613	0	1.5	0	1.25	0	0.463199326	0	0.926398652	Inf	Inf	1	1
TK0614	3.333333333	19.45833333	12.44166667	3.25	1	6.252037998	3.703288802	8.800787193	2.376478763	1.248825509	0.6941132	1
TK0615	3344	16042.5	9300.833333	8377.97619	359.25	5779.288086	4127.932585	7430.643587	1.800088406	0.848067762	0.685992514	1
TK0616	14.5	41	278	37	0.5	18.13659339	17.28201441	18.99117236	1.098898075	0.136057579	1	1
TK0617	467.3333333	664.3333333	1657.333333	448.5333333	25	442.021488	576.4786236	307.5643524	0.533522562	-0.906378812	0.618227396	1
TK0618	330.5	442.125	1147.033333	466.8333333	21.66666667	306.0479352	407.3617683	204.7341021	0.502585461	-0.992559158	0.589126349	1
TK0619	3.666666667	9.625	83.1	7.5	0	4.784855831	4.937718403	4.631993259	0.938083722	-0.092211408	1	1
TK0620	29.5	18	197.1833333	17.5	2	22.68523795	37.03288802	8.337587867	0.225140093	-2.151105097	0.300241152	1
TK0621	4	4	52.16666667	2.5	1	3.395257853	4.937718403	1.852797304	0.375233489	-1.414139503	0.649709659	1
TK0622	3.5	7.5	91.58333333	7.833333333	0.833333333	4.321656505	4.937718403	3.705594607	0.750466978	-0.414139503	0.943056302	1
TK0623	3	9.5	43.97777778	7.5	0.5	4.167641031	3.703288802	4.631993259	1.250778296	0.322826091	1	1
TK0624	4.5	6	63	6	0	3.858457179	4.937718403	2.779195956	0.562850233	-0.829177003	0.81411171	1
